Zählstellennummer;Zählart;Datum;Knotenarmnummer;;;;;;;
111310;QJS;2026-03-16;4;;;;;;;
Intervallnummer;nach;Strassenseite;Richtung;Pkw;Lkw;Lz;Bus;Krad;Rad;Fuss
25;2;N;;;;;;;25;25
26;2;N;;;;;;;26;26
27;2;N;;;;;;;27;27
28;2;N;;;;;;;28;28
29;2;N;;;;;;;29;29
30;2;N;;;;;;;30;30
31;2;N;;;;;;;31;31
32;2;N;;;;;;;32;32
33;2;N;;;;;;;33;33
34;2;N;;;;;;;34;34
35;2;N;;;;;;;35;35
36;2;N;;;;;;;36;36
37;2;N;;;;;;;37;37
38;2;N;;;;;;;38;38
39;2;N;;;;;;;39;39
40;2;N;;;;;;;40;40
41;2;N;;;;;;;41;41
42;2;N;;;;;;;42;42
43;2;N;;;;;;;43;43
44;2;N;;;;;;;44;44
45;2;N;;;;;;;45;45
46;2;N;;;;;;;46;46
47;2;N;;;;;;;47;47
48;2;N;;;;;;;48;48
49;2;N;;;;;;;49;49
50;2;N;;;;;;;50;50
51;2;N;;;;;;;51;51
52;2;N;;;;;;;52;52
53;2;N;;;;;;;53;53
54;2;N;;;;;;;54;54
55;2;N;;;;;;;55;55
56;2;N;;;;;;;56;56
57;2;N;;;;;;;57;57
58;2;N;;;;;;;58;58
59;2;N;;;;;;;59;59
60;2;N;;;;;;;60;60
61;2;N;;;;;;;61;61
62;2;N;;;;;;;62;62
63;2;N;;;;;;;63;63
64;2;N;;;;;;;64;64
65;2;N;;;;;;;65;65
66;2;N;;;;;;;66;66
67;2;N;;;;;;;67;67
68;2;N;;;;;;;68;68
69;2;N;;;;;;;69;69
70;2;N;;;;;;;70;70
71;2;N;;;;;;;71;71
72;2;N;;;;;;;72;72
73;2;N;;;;;;;73;73
74;2;N;;;;;;;74;74
75;2;N;;;;;;;75;75
76;2;N;;;;;;;76;76
25;2;S;;;;;;;25;25
26;2;S;;;;;;;26;26
27;2;S;;;;;;;27;27
28;2;S;;;;;;;28;28
29;2;S;;;;;;;29;29
30;2;S;;;;;;;30;30
31;2;S;;;;;;;31;31
32;2;S;;;;;;;32;32
33;2;S;;;;;;;33;33
34;2;S;;;;;;;34;34
35;2;S;;;;;;;35;35
36;2;S;;;;;;;36;36
37;2;S;;;;;;;37;37
38;2;S;;;;;;;38;38
39;2;S;;;;;;;39;39
40;2;S;;;;;;;40;40
41;2;S;;;;;;;41;41
42;2;S;;;;;;;42;42
43;2;S;;;;;;;43;43
44;2;S;;;;;;;44;44
45;2;S;;;;;;;45;45
46;2;S;;;;;;;46;46
47;2;S;;;;;;;47;47
48;2;S;;;;;;;48;48
49;2;S;;;;;;;49;49
50;2;S;;;;;;;50;50
51;2;S;;;;;;;51;51
52;2;S;;;;;;;52;52
53;2;S;;;;;;;53;53
54;2;S;;;;;;;54;54
55;2;S;;;;;;;55;55
56;2;S;;;;;;;56;56
57;2;S;;;;;;;57;57
58;2;S;;;;;;;58;58
59;2;S;;;;;;;59;59
60;2;S;;;;;;;60;60
61;2;S;;;;;;;61;61
62;2;S;;;;;;;62;62
63;2;S;;;;;;;63;63
64;2;S;;;;;;;64;64
65;2;S;;;;;;;65;65
66;2;S;;;;;;;66;66
67;2;S;;;;;;;67;67
68;2;S;;;;;;;68;68
69;2;S;;;;;;;69;69
70;2;S;;;;;;;70;70
71;2;S;;;;;;;71;71
72;2;S;;;;;;;72;72
73;2;S;;;;;;;73;73
74;2;S;;;;;;;74;74
75;2;S;;;;;;;75;75
76;2;S;;;;;;;76;76
